"Time results were received","MD5 hash of participants IP address","Controller name","Item number","Element number","Type","Group","PennElementType","PennElementName","Parameter","Value","EventTime","sentence1","Comments"
1552258826,212,"PennController",64,0,"particle","NULL","PennController",64,"_Trial_","Start",1552258345935,"The quiet child is a troublemaker whom all babysitters should often check in on.","NULL"
1552258826,212,"PennController",64,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552258357643,"The quiet child is a troublemaker whom all babysitters should often check in on.","NULL"
1552258826,212,"PennController",64,0,"particle","NULL","PennController",64,"_Trial_","End",1552258359444,"The quiet child is a troublemaker whom all babysitters should often check in on.","NULL"
1552258826,212,"PennController",13,0,"filler","NULL","PennController",13,"_Trial_","Start",1552258359452,"That quiet teenager was an employee who at closing time would wash dishes.","NULL"
1552258826,212,"PennController",13,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552258366274,"That quiet teenager was an employee who at closing time would wash dishes.","NULL"
1552258826,212,"PennController",13,0,"filler","NULL","PennController",13,"_Trial_","End",1552258367477,"That quiet teenager was an employee who at closing time would wash dishes.","NULL"
1552258826,212,"PennController",36,0,"prepositional","NULL","PennController",36,"_Trial_","Start",1552258367483,"The  new method is a technique which all surgeons should eagerly learn about.","NULL"
1552258826,212,"PennController",36,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552258377177,"The  new method is a technique which all surgeons should eagerly learn about.","NULL"
1552258826,212,"PennController",36,0,"prepositional","NULL","PennController",36,"_Trial_","End",1552258378515,"The  new method is a technique which all surgeons should eagerly learn about.","NULL"
1552258826,212,"PennController",65,0,"particle","NULL","PennController",65,"_Trial_","Start",1552258378523,"The expert chef was a master whom any amateur must humbly look up to.","NULL"
1552258826,212,"PennController",65,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552258388780,"The expert chef was a master whom any amateur must humbly look up to.","NULL"
1552258826,212,"PennController",65,0,"particle","NULL","PennController",65,"_Trial_","End",1552258389733,"The expert chef was a master whom any amateur must humbly look up to.","NULL"
1552258826,212,"PennController",11,0,"filler","NULL","PennController",11,"_Trial_","Start",1552258389740,"The delicate pastry is a food that before too long could lose flavor.","NULL"
1552258826,212,"PennController",11,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552258393617,"The delicate pastry is a food that before too long could lose flavor.","NULL"
1552258826,212,"PennController",11,0,"filler","NULL","PennController",11,"_Trial_","End",1552258394595,"The delicate pastry is a food that before too long could lose flavor.","NULL"
1552258826,212,"PennController",46,0,"prepositional","NULL","PennController",46,"_Trial_","Start",1552258394601,"The offensive comedian was an entertainer whom no audience would generally laugh at.","NULL"
1552258826,212,"PennController",46,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552258401240,"The offensive comedian was an entertainer whom no audience would generally laugh at.","NULL"
1552258826,212,"PennController",46,0,"prepositional","NULL","PennController",46,"_Trial_","End",1552258402372,"The offensive comedian was an entertainer whom no audience would generally laugh at.","NULL"
1552258826,212,"PennController",54,0,"particle","NULL","PennController",54,"_Trial_","Start",1552258402379,"The  upcoming release is an update which the programmer will gladly help out with.","NULL"
1552258826,212,"PennController",54,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552258407061,"The  upcoming release is an update which the programmer will gladly help out with.","NULL"
1552258826,212,"PennController",54,0,"particle","NULL","PennController",54,"_Trial_","End",1552258409525,"The  upcoming release is an update which the programmer will gladly help out with.","NULL"
1552258826,212,"PennController",25,0,"filler","NULL","PennController",25,"_Trial_","Start",1552258409531,"That gray squirrel was a creature that near the tree would bury nuts.","NULL"
1552258826,212,"PennController",25,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552258412444,"That gray squirrel was a creature that near the tree would bury nuts.","NULL"
1552258826,212,"PennController",25,0,"filler","NULL","PennController",25,"_Trial_","End",1552258413617,"That gray squirrel was a creature that near the tree would bury nuts.","NULL"
1552258826,212,"PennController",41,0,"prepositional","NULL","PennController",41,"_Trial_","Start",1552258413625,"The careful bicyclist is an athlete whom no accident could ever happen to.","NULL"
1552258826,212,"PennController",41,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552258419196,"The careful bicyclist is an athlete whom no accident could ever happen to.","NULL"
1552258826,212,"PennController",41,0,"prepositional","NULL","PennController",41,"_Trial_","End",1552258420224,"The careful bicyclist is an athlete whom no accident could ever happen to.","NULL"
1552258826,212,"PennController",56,0,"particle","NULL","PennController",56,"_Trial_","Start",1552258420229,"The tough test was a milestone which no student could ever feel up to.","NULL"
1552258826,212,"PennController",56,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552258423115,"The tough test was a milestone which no student could ever feel up to.","NULL"
1552258826,212,"PennController",56,0,"particle","NULL","PennController",56,"_Trial_","End",1552258424085,"The tough test was a milestone which no student could ever feel up to.","NULL"
1552258826,212,"PennController",21,0,"filler","NULL","PennController",21,"_Trial_","Start",1552258424090,"The serious weightlifter was an athlete who at the gym would rarely speak.","NULL"
1552258826,212,"PennController",21,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552258426543,"The serious weightlifter was an athlete who at the gym would rarely speak.","NULL"
1552258826,212,"PennController",21,0,"filler","NULL","PennController",21,"_Trial_","End",1552258427461,"The serious weightlifter was an athlete who at the gym would rarely speak.","NULL"
1552258826,212,"PennController",33,0,"prepositional","NULL","PennController",33,"_Trial_","Start",1552258427468,"The monthly journal is a magazine which all experts should definitely subscribe to.","NULL"
1552258826,212,"PennController",33,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552258432085,"The monthly journal is a magazine which all experts should definitely subscribe to.","NULL"
1552258826,212,"PennController",33,0,"prepositional","NULL","PennController",33,"_Trial_","End",1552258433081,"The monthly journal is a magazine which all experts should definitely subscribe to.","NULL"
1552258826,212,"PennController",61,0,"particle","NULL","PennController",61,"_Trial_","Start",1552258433088,"That timid accountant was the employee whom the boss would always talk down to.","NULL"
1552258826,212,"PennController",61,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552258436658,"That timid accountant was the employee whom the boss would always talk down to.","NULL"
1552258826,212,"PennController",61,0,"particle","NULL","PennController",61,"_Trial_","End",1552258437548,"That timid accountant was the employee whom the boss would always talk down to.","NULL"
1552258826,212,"PennController",23,0,"filler","NULL","PennController",23,"_Trial_","Start",1552258437553,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552258826,212,"PennController",23,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552258441054,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552258826,212,"PennController",23,0,"filler","NULL","PennController",23,"_Trial_","End",1552258442067,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552258826,212,"PennController",31,0,"prepositional","NULL","PennController",31,"_Trial_","Start",1552258442072,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552258826,212,"PennController",31,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552258470871,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552258826,212,"PennController",31,0,"prepositional","NULL","PennController",31,"_Trial_","End",1552258472167,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552258826,212,"PennController",66,0,"particle","NULL","PennController",66,"_Trial_","Start",1552258472172,"Your strange cousin is a person whom the family must reluctantly put up with.","NULL"
1552258826,212,"PennController",66,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552258475393,"Your strange cousin is a person whom the family must reluctantly put up with.","NULL"
1552258826,212,"PennController",66,0,"particle","NULL","PennController",66,"_Trial_","End",1552258476392,"Your strange cousin is a person whom the family must reluctantly put up with.","NULL"
1552258826,212,"PennController",20,0,"filler","NULL","PennController",20,"_Trial_","Start",1552258476399,"The young intellectual is a writer who in the park would write poetry.","NULL"
1552258826,212,"PennController",20,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552258478964,"The young intellectual is a writer who in the park would write poetry.","NULL"
1552258826,212,"PennController",20,0,"filler","NULL","PennController",20,"_Trial_","End",1552258479809,"The young intellectual is a writer who in the park would write poetry.","NULL"
1552258826,212,"PennController",29,0,"prepositional","NULL","PennController",29,"_Trial_","Start",1552258479816,"The antique painting was a piece which the critic would closely stare at.","NULL"
1552258826,212,"PennController",29,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552258488519,"The antique painting was a piece which the critic would closely stare at.","NULL"
1552258826,212,"PennController",29,0,"prepositional","NULL","PennController",29,"_Trial_","End",1552258490146,"The antique painting was a piece which the critic would closely stare at.","NULL"
1552258826,212,"PennController",51,0,"particle","NULL","PennController",51,"_Trial_","Start",1552258490151,"This secure cell was an area which no prisoner could ever break out of.","NULL"
1552258826,212,"PennController",51,0,"particle","NULL","Selector","trial1","Selection","sentence2",1552258495550,"This secure cell was an area which no prisoner could ever break out of.","NULL"
1552258826,212,"PennController",51,0,"particle","NULL","PennController",51,"_Trial_","End",1552258496489,"This secure cell was an area which no prisoner could ever break out of.","NULL"
1552258826,212,"PennController",24,0,"filler","NULL","PennController",24,"_Trial_","Start",1552258496497,"The experienced artist is a master who by the statue will paint portraits.","NULL"
1552258826,212,"PennController",24,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552258499709,"The experienced artist is a master who by the statue will paint portraits.","NULL"
1552258826,212,"PennController",24,0,"filler","NULL","PennController",24,"_Trial_","End",1552258500711,"The experienced artist is a master who by the statue will paint portraits.","NULL"
1552258826,212,"PennController",37,0,"prepositional","NULL","PennController",37,"_Trial_","Start",1552258500718,"Her impatient sister is a companion whom few people would willingly travel with.","NULL"
1552258826,212,"PennController",37,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552258507244,"Her impatient sister is a companion whom few people would willingly travel with.","NULL"
1552258826,212,"PennController",37,0,"prepositional","NULL","PennController",37,"_Trial_","End",1552258508278,"Her impatient sister is a companion whom few people would willingly travel with.","NULL"
1552258826,212,"PennController",60,0,"particle","NULL","PennController",60,"_Trial_","Start",1552258508284,"A real friend is someone whom you must consistently stick up for.","NULL"
1552258826,212,"PennController",60,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552258511619,"A real friend is someone whom you must consistently stick up for.","NULL"
1552258826,212,"PennController",60,0,"particle","NULL","PennController",60,"_Trial_","End",1552258512513,"A real friend is someone whom you must consistently stick up for.","NULL"
1552258826,212,"PennController",17,0,"filler","NULL","PennController",17,"_Trial_","Start",1552258512518,"The young man was a student who in the library would read books.","NULL"
1552258826,212,"PennController",17,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552258515960,"The young man was a student who in the library would read books.","NULL"
1552258826,212,"PennController",17,0,"filler","NULL","PennController",17,"_Trial_","End",1552258516771,"The young man was a student who in the library would read books.","NULL"
1552258826,212,"PennController",27,0,"prepositional","NULL","PennController",27,"_Trial_","Start",1552258516779,"The brilliant compromise is a solution which both sides could happily agree on.","NULL"
1552258826,212,"PennController",27,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552258522680,"The brilliant compromise is a solution which both sides could happily agree on.","NULL"
1552258826,212,"PennController",27,0,"prepositional","NULL","PennController",27,"_Trial_","End",1552258523532,"The brilliant compromise is a solution which both sides could happily agree on.","NULL"
1552258826,212,"PennController",55,0,"particle","NULL","PennController",55,"_Trial_","Start",1552258523540,"The difficult hike is a challenge which any adventurer should carefully gear up for.","NULL"
1552258826,212,"PennController",55,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552258526538,"The difficult hike is a challenge which any adventurer should carefully gear up for.","NULL"
1552258826,212,"PennController",55,0,"particle","NULL","PennController",55,"_Trial_","End",1552258527662,"The difficult hike is a challenge which any adventurer should carefully gear up for.","NULL"
1552258826,212,"PennController",10,0,"filler","NULL","PennController",10,"_Trial_","Start",1552258527669,"That abstract painting was a work that after a minute would look boring.","NULL"
1552258826,212,"PennController",10,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552258531986,"That abstract painting was a work that after a minute would look boring.","NULL"
1552258826,212,"PennController",10,0,"filler","NULL","PennController",10,"_Trial_","End",1552258533071,"That abstract painting was a work that after a minute would look boring.","NULL"
1552258826,212,"PennController",39,0,"prepositional","NULL","PennController",39,"_Trial_","Start",1552258533079,"Her well-behaved daughter is an angel whom most babysitters would gladly care for.","NULL"
1552258826,212,"PennController",39,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552258540541,"Her well-behaved daughter is an angel whom most babysitters would gladly care for.","NULL"
1552258826,212,"PennController",39,0,"prepositional","NULL","PennController",39,"_Trial_","End",1552258541478,"Her well-behaved daughter is an angel whom most babysitters would gladly care for.","NULL"
1552258826,212,"PennController",53,0,"particle","NULL","PennController",53,"_Trial_","Start",1552258541483,"The unsigned contract is a deal which the businesswoman could still back out of.","NULL"
1552258826,212,"PennController",53,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552258547622,"The unsigned contract is a deal which the businesswoman could still back out of.","NULL"
1552258826,212,"PennController",53,0,"particle","NULL","PennController",53,"_Trial_","End",1552258548696,"The unsigned contract is a deal which the businesswoman could still back out of.","NULL"
1552258826,212,"PennController",14,0,"filler","NULL","PennController",14,"_Trial_","Start",1552258548702,"The beautiful wedding was an event that for some time will be remembered.","NULL"
1552258826,212,"PennController",14,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552258551891,"The beautiful wedding was an event that for some time will be remembered.","NULL"
1552258826,212,"PennController",14,0,"filler","NULL","PennController",14,"_Trial_","End",1552258552923,"The beautiful wedding was an event that for some time will be remembered.","NULL"
1552258826,212,"PennController",68,0,"catch","NULL","PennController",67,"_Trial_","Start",1552258552936,"If you're reading this please select this sentence.","NULL"
1552258826,212,"PennController",68,0,"catch","NULL","Selector","trial1","Selection","sentence1",1552258557177,"If you're reading this please select this sentence.","NULL"
1552258826,212,"PennController",68,0,"catch","NULL","PennController",67,"_Trial_","End",1552258558377,"If you're reading this please select this sentence.","NULL"
1552258826,212,"PennController",38,0,"prepositional","NULL","PennController",38,"_Trial_","Start",1552258558382,"My intimidating professor is an expert whom no student can confidently speak to.","NULL"
1552258826,212,"PennController",38,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552258563086,"My intimidating professor is an expert whom no student can confidently speak to.","NULL"
1552258826,212,"PennController",38,0,"prepositional","NULL","PennController",38,"_Trial_","End",1552258564194,"My intimidating professor is an expert whom no student can confidently speak to.","NULL"
1552258826,212,"PennController",47,0,"particle","NULL","PennController",47,"_Trial_","Start",1552258564198,"That rare edition was a book  which the collector would always look out for.","NULL"
1552258826,212,"PennController",47,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552258567979,"That rare edition was a book  which the collector would always look out for.","NULL"
1552258826,212,"PennController",47,0,"particle","NULL","PennController",47,"_Trial_","End",1552258569093,"That rare edition was a book  which the collector would always look out for.","NULL"
1552258826,212,"PennController",16,0,"filler","NULL","PennController",16,"_Trial_","Start",1552258569098,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552258826,212,"PennController",16,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552258572048,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552258826,212,"PennController",16,0,"filler","NULL","PennController",16,"_Trial_","End",1552258573067,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552258826,212,"PennController",35,0,"prepositional","NULL","PennController",35,"_Trial_","Start",1552258573073,"The controversial issue was a topic which few activists would openly fight for.","NULL"
1552258826,212,"PennController",35,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552258578425,"The controversial issue was a topic which few activists would openly fight for.","NULL"
1552258826,212,"PennController",35,0,"prepositional","NULL","PennController",35,"_Trial_","End",1552258579417,"The controversial issue was a topic which few activists would openly fight for.","NULL"
1552258826,212,"PennController",52,0,"particle","NULL","PennController",52,"_Trial_","Start",1552258579431,"Her first birthday is an event which her dad must unfortunately miss out on.","NULL"
1552258826,212,"PennController",52,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552258582836,"Her first birthday is an event which her dad must unfortunately miss out on.","NULL"
1552258826,212,"PennController",52,0,"particle","NULL","PennController",52,"_Trial_","End",1552258583872,"Her first birthday is an event which her dad must unfortunately miss out on.","NULL"
1552258826,212,"PennController",19,0,"filler","NULL","PennController",19,"_Trial_","Start",1552258583881,"The stern captain is the officer who on the boat could give orders.","NULL"
1552258826,212,"PennController",19,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552258592723,"The stern captain is the officer who on the boat could give orders.","NULL"
1552258826,212,"PennController",19,0,"filler","NULL","PennController",19,"_Trial_","End",1552258593698,"The stern captain is the officer who on the boat could give orders.","NULL"
1552258826,212,"PennController",40,0,"prepositional","NULL","PennController",40,"_Trial_","Start",1552258593705,"That retired teacher is the customer whom the server would often wait on.","NULL"
1552258826,212,"PennController",40,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552258604233,"That retired teacher is the customer whom the server would often wait on.","NULL"
1552258826,212,"PennController",40,0,"prepositional","NULL","PennController",40,"_Trial_","End",1552258605161,"That retired teacher is the customer whom the server would often wait on.","NULL"
1552258826,212,"PennController",59,0,"particle","NULL","PennController",59,"_Trial_","Start",1552258605167,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552258826,212,"PennController",59,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552258608206,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552258826,212,"PennController",59,0,"particle","NULL","PennController",59,"_Trial_","End",1552258609331,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552258826,212,"PennController",8,0,"filler","NULL","PennController",8,"_Trial_","Start",1552258609336,"Each new adventure is an experience that at the start will feel uncomfortable.","NULL"
1552258826,212,"PennController",8,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552258612871,"Each new adventure is an experience that at the start will feel uncomfortable.","NULL"
1552258826,212,"PennController",8,0,"filler","NULL","PennController",8,"_Trial_","End",1552258613829,"Each new adventure is an experience that at the start will feel uncomfortable.","NULL"
1552258826,212,"PennController",30,0,"prepositional","NULL","PennController",30,"_Trial_","Start",1552258613838,"The careful argument was a statement which no opponent could easily argue with.","NULL"
1552258826,212,"PennController",30,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552258625002,"The careful argument was a statement which no opponent could easily argue with.","NULL"
1552258826,212,"PennController",30,0,"prepositional","NULL","PennController",30,"_Trial_","End",1552258626486,"The careful argument was a statement which no opponent could easily argue with.","NULL"
1552258826,212,"PennController",58,0,"particle","NULL","PennController",58,"_Trial_","Start",1552258626497,"This kind woman was a friend whom my aunt would frequently catch up with.","NULL"
1552258826,212,"PennController",58,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552258629294,"This kind woman was a friend whom my aunt would frequently catch up with.","NULL"
1552258826,212,"PennController",58,0,"particle","NULL","PennController",58,"_Trial_","End",1552258630216,"This kind woman was a friend whom my aunt would frequently catch up with.","NULL"
1552258826,212,"PennController",18,0,"filler","NULL","PennController",18,"_Trial_","Start",1552258630225,"The older customer was a patron who at this cafe would sip coffee.","NULL"
1552258826,212,"PennController",18,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552258633501,"The older customer was a patron who at this cafe would sip coffee.","NULL"
1552258826,212,"PennController",18,0,"filler","NULL","PennController",18,"_Trial_","End",1552258634402,"The older customer was a patron who at this cafe would sip coffee.","NULL"
1552258826,212,"PennController",32,0,"prepositional","NULL","PennController",32,"_Trial_","Start",1552258634407,"The new plan is a project which the mayor should immediately work on.","NULL"
1552258826,212,"PennController",32,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552258640707,"The new plan is a project which the mayor should immediately work on.","NULL"
1552258826,212,"PennController",32,0,"prepositional","NULL","PennController",32,"_Trial_","End",1552258641762,"The new plan is a project which the mayor should immediately work on.","NULL"
1552258826,212,"PennController",48,0,"particle","NULL","PennController",48,"_Trial_","Start",1552258641770,"This new technology is a subject which all professionals must tirelessly keep up with.","NULL"
1552258826,212,"PennController",48,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552258644037,"This new technology is a subject which all professionals must tirelessly keep up with.","NULL"
1552258826,212,"PennController",48,0,"particle","NULL","PennController",48,"_Trial_","End",1552258645215,"This new technology is a subject which all professionals must tirelessly keep up with.","NULL"
1552258826,212,"PennController",22,0,"filler","NULL","PennController",22,"_Trial_","Start",1552258645221,"The new teacher is a vocalist who at this school will teach music.","NULL"
1552258826,212,"PennController",22,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552258648281,"The new teacher is a vocalist who at this school will teach music.","NULL"
1552258826,212,"PennController",22,0,"filler","NULL","PennController",22,"_Trial_","End",1552258652074,"The new teacher is a vocalist who at this school will teach music.","NULL"
1552258826,212,"PennController",45,0,"prepositional","NULL","PennController",45,"_Trial_","Start",1552258652080,"The unpredictable politician was a candidate whom most people would never vote for.","NULL"
1552258826,212,"PennController",45,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552258656683,"The unpredictable politician was a candidate whom most people would never vote for.","NULL"
1552258826,212,"PennController",45,0,"prepositional","NULL","PennController",45,"_Trial_","End",1552258657772,"The unpredictable politician was a candidate whom most people would never vote for.","NULL"
1552258826,212,"PennController",50,0,"particle","NULL","PennController",50,"_Trial_","Start",1552258657780,"The popular shampoo was a product which the store would regularly run out of.","NULL"
1552258826,212,"PennController",50,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552258660279,"The popular shampoo was a product which the store would regularly run out of.","NULL"
1552258826,212,"PennController",50,0,"particle","NULL","PennController",50,"_Trial_","End",1552258661299,"The popular shampoo was a product which the store would regularly run out of.","NULL"
1552258826,212,"PennController",15,0,"filler","NULL","PennController",15,"_Trial_","Start",1552258661306,"That stubborn stain is an annoyance that by this point should be gone.","NULL"
1552258826,212,"PennController",15,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552258687258,"That stubborn stain is an annoyance that by this point should be gone.","NULL"
1552258826,212,"PennController",15,0,"filler","NULL","PennController",15,"_Trial_","End",1552258688397,"That stubborn stain is an annoyance that by this point should be gone.","NULL"
1552258826,212,"PennController",28,0,"prepositional","NULL","PennController",28,"_Trial_","Start",1552258688410,"The exhausting trip was a vacation which my friends will barely recover from.","NULL"
1552258826,212,"PennController",28,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552258695626,"The exhausting trip was a vacation which my friends will barely recover from.","NULL"
1552258826,212,"PennController",28,0,"prepositional","NULL","PennController",28,"_Trial_","End",1552258696501,"The exhausting trip was a vacation which my friends will barely recover from.","NULL"
1552258826,212,"PennController",62,0,"particle","NULL","PennController",62,"_Trial_","Start",1552258696511,"That bearded man is the teacher whom the substitute would occasionally fill in for.","NULL"
1552258826,212,"PennController",62,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552258708538,"That bearded man is the teacher whom the substitute would occasionally fill in for.","NULL"
1552258826,212,"PennController",62,0,"particle","NULL","PennController",62,"_Trial_","End",1552258709579,"That bearded man is the teacher whom the substitute would occasionally fill in for.","NULL"
1552258826,212,"PennController",12,0,"filler","NULL","PennController",12,"_Trial_","Start",1552258709585,"A guard dog is a pet that during the night must keep watch.","NULL"
1552258826,212,"PennController",12,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552258712503,"A guard dog is a pet that during the night must keep watch.","NULL"
1552258826,212,"PennController",12,0,"filler","NULL","PennController",12,"_Trial_","End",1552258713400,"A guard dog is a pet that during the night must keep watch.","NULL"
1552258826,212,"PennController",42,0,"prepositional","NULL","PennController",42,"_Trial_","Start",1552258713406,"That foster parent was a guardian whom many children could reliably depend on.","NULL"
1552258826,212,"PennController",42,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552258726556,"That foster parent was a guardian whom many children could reliably depend on.","NULL"
1552258826,212,"PennController",42,0,"prepositional","NULL","PennController",42,"_Trial_","End",1552258727503,"That foster parent was a guardian whom many children could reliably depend on.","NULL"
1552258826,212,"PennController",57,0,"particle","NULL","PennController",57,"_Trial_","Start",1552258727509,"My friendly uncle is a relative whom most everyone can easily get along with.","NULL"
1552258826,212,"PennController",57,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552258731182,"My friendly uncle is a relative whom most everyone can easily get along with.","NULL"
1552258826,212,"PennController",57,0,"particle","NULL","PennController",57,"_Trial_","End",1552258732291,"My friendly uncle is a relative whom most everyone can easily get along with.","NULL"
1552258826,212,"PennController",7,0,"filler","NULL","PennController",7,"_Trial_","Start",1552258732297,"The talented musician was a performer who on some days would sing opera.","NULL"
1552258826,212,"PennController",7,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552258735575,"The talented musician was a performer who on some days would sing opera.","NULL"
1552258826,212,"PennController",7,0,"filler","NULL","PennController",7,"_Trial_","End",1552258736585,"The talented musician was a performer who on some days would sing opera.","NULL"
1552258826,212,"PennController",43,0,"prepositional","NULL","PennController",43,"_Trial_","Start",1552258736590,"The master violinist was a musician whom few professionals could really compare to.","NULL"
1552258826,212,"PennController",43,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552258741222,"The master violinist was a musician whom few professionals could really compare to.","NULL"
1552258826,212,"PennController",43,0,"prepositional","NULL","PennController",43,"_Trial_","End",1552258742197,"The master violinist was a musician whom few professionals could really compare to.","NULL"
1552258826,212,"PennController",63,0,"particle","NULL","PennController",63,"_Trial_","Start",1552258742209,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552258826,212,"PennController",63,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552258748593,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552258826,212,"PennController",63,0,"particle","NULL","PennController",63,"_Trial_","End",1552258749667,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552258826,212,"PennController",9,0,"filler","NULL","PennController",9,"_Trial_","Start",1552258749672,"That old song was a tune that by the end would sound familiar.","NULL"
1552258826,212,"PennController",9,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552258753757,"That old song was a tune that by the end would sound familiar.","NULL"
1552258826,212,"PennController",9,0,"filler","NULL","PennController",9,"_Trial_","End",1552258754820,"That old song was a tune that by the end would sound familiar.","NULL"
1552258826,212,"PennController",44,0,"prepositional","NULL","PennController",44,"_Trial_","Start",1552258754826,"The friendly star was a figure whom many fans would regularly write to.","NULL"
1552258826,212,"PennController",44,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552258759642,"The friendly star was a figure whom many fans would regularly write to.","NULL"
1552258826,212,"PennController",44,0,"prepositional","NULL","PennController",44,"_Trial_","End",1552258763339,"The friendly star was a figure whom many fans would regularly write to.","NULL"
1552258826,212,"PennController",49,0,"particle","NULL","PennController",49,"_Trial_","Start",1552258763345,"The first snowfall was an event which my brother would impatiently look forward to.","NULL"
1552258826,212,"PennController",49,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552258765954,"The first snowfall was an event which my brother would impatiently look forward to.","NULL"
1552258826,212,"PennController",49,0,"particle","NULL","PennController",49,"_Trial_","End",1552258767020,"The first snowfall was an event which my brother would impatiently look forward to.","NULL"
1552258826,212,"PennController",26,0,"filler","NULL","PennController",26,"_Trial_","Start",1552258767026,"The post office was a service that around the world would deliver letters.","NULL"
1552258826,212,"PennController",26,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552258770539,"The post office was a service that around the world would deliver letters.","NULL"
1552258826,212,"PennController",26,0,"filler","NULL","PennController",26,"_Trial_","End",1552258772786,"The post office was a service that around the world would deliver letters.","NULL"
1552258826,212,"PennController",69,0,"catch","NULL","PennController",68,"_Trial_","Start",1552258772792,"If you're reading this do not select the other sentence select this one.","NULL"
1552258826,212,"PennController",69,0,"catch","NULL","Selector","trial1","Selection","sentence1",1552258777108,"If you're reading this do not select the other sentence select this one.","NULL"
1552258826,212,"PennController",69,0,"catch","NULL","PennController",68,"_Trial_","End",1552258779978,"If you're reading this do not select the other sentence select this one.","NULL"
1552258826,212,"PennController",34,0,"prepositional","NULL","PennController",34,"_Trial_","Start",1552258779985,"The rare bird is a species which every biologist should enthusiastically teach about.","NULL"
